"text.X.U.FEFF.Comment","text.text_tokens","text.V3","emotion","polarity"
"Quiero saber si ya depositaron la pensión de febrero",NA,"querer saber si ya depositar el pensión de febrero","unknown","positive"
"Hola será que me puede mandar un istorial dé mi tiempo cotizado",NA,"hola ser que me poder mandar uno istorial dar mi tiempo cotizar","unknown","positive"
"Hola sera que me pueden mandar un historial de mi tiempo cotizado",NA,"hola sera que me poder mandar uno historial de mi tiempo cotizar","unknown","positive"
"Tengo entendido que el salario de los pensionados, sería en los últimos cinco días de final de mes, días laborales, no aferrándose al calendario de pago qué CONFÍA, mandó a publicar, violando una regla ya establecida por  el sistema de pensiones, dónde dice, qué la fecha de pago del mes de febrero seria 23 , sí contáramos los días laborales, sólo serían 4 días, disculpen, pero estás anomalías serán corregidas dentro de poco, gracias.",NA,"tener entender que el salariar de el pensionado , ser en el último cincar día de final de mes , día laboral , no aferrándose al calendario de pagar qué confiar , mandar a publicar , violar unir reglar ya establecer por el sistema de pensión , dónde decir , qué el fechar de pagar del mes de febrero seriar 23 , sí contar el día laboral , sólo ser 4 día , disculpar , pero estar anomalía ser corregir dentro de poco , gracia .","unknown","negative"
"Porfavor pueden      poner cuando  depositan ",NA,"porfavor poder poner cuando depositar","unknown","positive"
"Qq fecha depositan la pensión de febrero",NA,"qq fechar depositar el pensión de febrero","unknown","positive"
"AFP CONFIA gracias",NA,"afp confia gracia","unknown","positive"
"Si cuando depositaran",NA,"si cuando depositar","unknown","positive"
"AFP CONFIA gracias ",NA,"afp confia gracia","unknown","positive"
"Buenas tardes, cuando van a depositar la pensión de febrero",NA,"bueno tardar , cuando ir a depositar el pensión de febrero","unknown","positive"
"Hola buenas quisiera saber cuando depositaran la pensión",NA,"hola bueno querer saber cuando depositar el pensión","unknown","positive"
"Hola es número no lo contestan a mi madre desde diciembre no le d pocitan q podemos aser",NA,"hola ser número no el contestar a mi madre desde diciembre no le d pocitan q podar aser","unknown","negative"
"Hola tiene número de WhatsApp",NA,"hola tener número de whatsapp","unknown","positive"
"Y si quiero un estado de cuentas para ver si aplicó aun anticipo de saldo como hago",NA,"y si querer uno estar de contar parar ver si aplicar aun anticipar de saldar comer hacer","unknown","positive"
"Hola nesesito, el estado de cuenta",NA,"hola nesesito , el estar de contar","unknown","positive"
"Necesito mi estado de cuenta xf",NA,"necesitar mi estar de contar xf","unknown","positive"
"Será q ya depositaron la pensión de este mes",NA,"ser q ya depositar el pensión de este mes","unknown","positive"
"Y cuando van hacer el depósito de este mes",NA,"y cuando ir hacer el depósito de este mes","unknown","positive"
"AFP CONFIA El aumento de pensión ya es fijo o era solo por un mes?",NA,"afp confia el aumentar de pensión ya ser fijar o erar solo por uno mes ?","unknown","positive"
"Quieyo llenar el control de spbrevivencia. No me contesta el tel .22677777",NA,"quieyo llenar el control de spbrevivencia . no me contestar el tel . 22677777","unknown","negative"
"Que dia sera el pago dr este mes por favor contesten",NA,"que dia sera el pagar dr este mes por favor contestar","joy","positive"
"Si muchisimas gracias bendiciones y ya tome nota feliz noche",NA,"si muchisimas gracia bendición y ya tomar notar feliz noche","unknown","positive"
"Emiten las solvencias en linea o siempre es necesario presentarse a sus agencias con la carta solicitandolas?",NA,"emitir el solvencia en linear o siempre ser necesario presentarse a su agencia con el carta solicitandolas ?","unknown","positive"
"Quiero saber si ya depositaron la pensión de febrero",NA,"querer saber si ya depositar el pensión de febrero","unknown","positive"
"AFP CONFIA gracias ",NA,"afp confia gracia","unknown","positive"
"AFP CONFIA asta el 23 ",NA,"afp confia asta el 23","unknown","positive"
"Como puedo pedir una constancia  de sueldo de forma virtual me puede ayudar por favor",NA,"comer poder pedir unir constancia de soldar de formar virtual me poder ayudar por favor","joy","positive"
"Buenos días, donde puedo retirar la tarjeta?, ya estoy afiliada",NA,"bueno día , donde poder retirar el tarjeta ? , ya estar afiliado","unknown","positive"
"Buenos días cuando depositarán lo delas pensiones",NA,"bueno día cuando depositar el delas pensión","unknown","positive"
"Buenos días.. A que número puedo preguntar sobre la pensiones.. Ahora fue mi mamá y solo le depositaron la mitad. ",NA,"bueno día . . a que número poder preguntar sobrar el pensión . . ahora ir mi mamá y solo le depositar el mitad .","unknown","positive"
"Necesito mi estado de cuenta",NA,"necesitar mi estar de contar","unknown","positive"
"Hola quiero registrarme y no puedo tengo ahorros con ustedes y dice que mi dui nk existe ahi que pasa",NA,"hola querer registrarme y no poder tener ahorro con vosotros y decir que mi dui nk existir ahi que pasar","unknown","negative"
"Buenas yo quiero afiliarme por primera ves y que me den la tarjeta, soy de santa Ana reciben solo con cita?",NA,"bueno yo querer afiliarme por 1 ve y que me dar el tarjeta , ser de santo ana recibir solo con citar ?","unknown","positive"
"Hola buenas tardes quiero reponer una tarjeta de AFP y quiero saber mi estado de cuentas porque aquí en lourdes  colón esta cerrado las oficinas  adonde ahy que ir a sacarlos ",NA,"hola bueno tardar querer reponer unir tarjeta de afp y querer saber mi estar de contar porque aquí en lourdes colón este cerrar el oficina adonde ahy que ir a sacarlos","unknown","positive"
"Necesito mí estado de cuenta tengo 53 años cual es el proceso ",NA,"necesitar mí estar de contar tener 53 año cual ser el procesar","unknown","positive"
"He solicitado desde enero el anticipo de mi saldo, llene el formulario me solicitaron por correo los documentos todo lo he realizado pero no recibo respuesta no se adonde me pueden ayudar para saber como va mi proceso.",NA,"haber solicitar desde enero el anticipar de mi saldar , llenar el formulario me solicitar por correar el documento todo el haber realizar pero no recibir respuesta no se adonde me poder ayudar parar saber comer ir mi procesar .","unknown","negative"
"AFP CONFIA ya lo hice ya mande un correo alli y no responden ya paso mas de 1 mes de mi solicitud y se supone que era un tramite rápido. ",NA,"afp confia ya el hacer ya mandar uno correar alli y no responder ya pasar mas de 1 mes de mi solicitud y se suponer que erar uno tramitar rápido .","unknown","negative"
